RUN_ADM,RUN_FM,FECHA_INF,ACTIVO_TOT,MONEDA,PARTICIPES_INST,INVERSION_EN_FONDOS,SERIE,CUOTAS_APORTADAS,CUOTAS_RESCATADAS,CUOTAS_EN_CIRCULACION,VALOR_CUOTA,PATRIMONIO_NETO,NUM_PARTICIPES,NUM_PARTICIPES_INST,FONDO_PEN,REM_FIJA,REM_VARIABLE,GASTOS_AFECTOS,GASTOS_NO_AFECTOS,COMISION_INVERSION,COMISION_RESCATE,FACTOR DE AJUSTE,FACTOR DE REPARTO,RUN_FM_SERIE
77057272,9809,2019-10-24,22395210.0,$$,false,0.0,A,22.0945,0.0,22484.9368,995.7225,22388758.0,3,0,false,913.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9810,2019-10-24,2368565.0,$$,false,0.0,A,2000.4675,0.0,2368.9596,999.7663,2368406.0,2,0,false,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-24,2368565.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-24,11221851.0,$$,false,0.0,A,78.2089,0.0,11248.6998,997.3293,11218658.0,3,0,false,455.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9809,2019-10-25,22871892.0,$$,false,0.0,A,424.8391,0.0,22909.7759,998.0248,22864524.0,5,0,false,916.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9810,2019-10-25,3368573.0,$$,false,0.0,A,1000.2714,0.0,3369.231,999.7287,3368317.0,2,0,false,97.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-25,3368573.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-25,11435339.0,$$,false,0.0,A,175.8908,0.0,11424.5906,1000.6212,11431687.0,5,0,false,459.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9809,2019-10-26,22871892.0,$$,false,0.0,A,0.0,0.0,22909.7759,997.9841,22863591.0,5,0,false,933.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9810,2019-10-26,3368573.0,$$,false,0.0,A,0.0,0.0,3369.231,999.6878,3368179.0,2,0,false,138.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-26,3368573.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-26,11435339.0,$$,false,0.0,A,0.0,0.0,11424.5906,1000.5803,11431220.0,5,0,false,467.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9809,2019-10-27,22871892.0,$$,false,0.0,A,0.0,0.0,22909.7759,997.9433,22862658.0,5,0,false,933.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9810,2019-10-27,3368573.0,$$,false,0.0,A,0.0,0.0,3369.231,999.6471,3368042.0,2,0,false,137.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-27,3368573.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-27,11435339.0,$$,false,0.0,A,0.0,0.0,11424.5906,1000.5394,11430753.0,5,0,false,467.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9809,2019-10-28,29683809.0,$$,false,0.0,A,6855.5677,0.0,29765.3436,996.9192,29673643.0,6,0,false,932.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9810,2019-10-28,3467597.0,$$,false,0.0,A,99.0383,0.0,3468.2693,999.6136,3466929.0,3,0,false,137.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-28,3467597.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-28,14746279.0,$$,false,0.0,A,3339.0567,0.0,14763.6473,998.4814,14741227.0,5,0,false,466.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9809,2019-10-29,163274719.0,$$,false,0.0,A,694.6443,0.0,30459.9879,996.1934,30344040.0,7,0,false,1211.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-10-29,163274719.0,$$,false,0.0,B,94370.575,0.0,94370.575,999.2868,94303267.0,1,0,false,2455.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-10-29,3797605.0,$$,false,0.0,A,330.1403,0.0,3798.4096,999.5749,3796795.0,3,0,false,142.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-29,3797605.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-29,26468325.0,$$,false,0.0,A,28.0116,0.0,14791.6589,999.5851,14785522.0,6,0,false,602.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-10-29,26468325.0,$$,false,0.0,B,11663.779,0.0,11663.779,1001.1202,11676845.0,1,0,false,304.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-10-30,175849416.0,$$,false,0.0,A,1759.6256,0.0,32219.6135,1000.7811,32244781.0,9,0,false,1244.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-10-30,175849416.0,$$,false,0.0,B,0.0,0.0,94370.575,1003.9035,94738955.0,1,0,false,2466.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-10-30,16773024.0,$$,false,0.0,A,5628.7156,0.0,9427.1252,905.8905,8539943.0,4,0,false,140.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-30,16773024.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-30,27064821.0,$$,false,0.0,A,437.6127,0.0,15229.2716,1005.4555,15312355.0,7,0,false,607.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-10-30,27064821.0,$$,false,0.0,B,0.0,0.0,11663.779,1007.0145,11745595.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-10-31,351698834.0,$$,false,0.0,A,0.0,0.0,32219.6135,1000.7403,32243465.0,9,0,false,1316.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-10-31,351698834.0,$$,false,0.0,B,0.0,0.0,94370.575,1003.8774,94736489.0,1,0,false,2466.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-10-31,33546048.0,$$,false,0.0,A,0.0,0.0,9427.1252,905.8535,8539594.0,4,0,false,349.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-10-31,33546048.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-10-31,54129642.0,$$,false,0.0,A,0.0,0.0,15229.2716,1005.4145,15311730.0,7,0,false,625.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-10-31,54129642.0,$$,false,0.0,B,0.0,0.0,11663.779,1006.9883,11745289.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-01,351698834.0,$$,false,0.0,A,0.0,0.0,32219.6135,1000.6994,32242149.0,9,0,false,1316.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-01,351698834.0,$$,false,0.0,B,0.0,0.0,94370.575,1003.8513,94734023.0,1,0,false,2466.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-01,33546048.0,$$,false,0.0,A,0.0,0.0,9427.1252,905.8164,8539245.0,4,0,false,349.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-01,33546048.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-01,54129642.0,$$,false,0.0,A,0.0,0.0,15229.2716,1005.3734,15311105.0,7,0,false,625.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-01,54129642.0,$$,false,0.0,B,0.0,0.0,11663.779,1006.9621,11744983.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-02,351698834.0,$$,false,0.0,A,0.0,0.0,32219.6135,1000.6586,32240833.0,9,0,false,1316.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-02,351698834.0,$$,false,0.0,B,0.0,0.0,94370.575,1003.8252,94731557.0,1,0,false,2466.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-02,33546048.0,$$,false,0.0,A,0.0,0.0,9427.1252,905.7794,8538896.0,4,0,false,349.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-02,33546048.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-02,54129642.0,$$,false,0.0,A,0.0,0.0,15229.2716,1005.3324,15310480.0,7,0,false,625.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-02,54129642.0,$$,false,0.0,B,0.0,0.0,11663.779,1006.9358,11744677.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-03,351698834.0,$$,false,0.0,A,0.0,0.0,32219.6135,1000.6177,32239517.0,9,0,false,1316.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-03,351698834.0,$$,false,0.0,B,0.0,0.0,94370.575,1003.799,94729091.0,1,0,false,2466.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-03,33546048.0,$$,false,0.0,A,0.0,0.0,9427.1252,905.7424,8538547.0,4,0,false,349.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-03,33546048.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-03,54129642.0,$$,false,0.0,A,0.0,0.0,15229.2716,1005.2913,15309855.0,7,0,false,625.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-03,54129642.0,$$,false,0.0,B,0.0,0.0,11663.779,1006.9096,11744371.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-04,314761070.0,$$,false,0.0,A,668.7368,0.0,32888.3503,1008.4686,33166868.0,10,0,false,1326.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-04,314761070.0,$$,false,0.0,B,0.0,0.0,94370.575,1011.6898,95473745.0,1,0,false,2485.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-04,33883139.0,$$,false,0.0,A,0.0,0.0,9427.1252,941.4616,8875276.0,4,0,false,362.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-04,33883139.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-04,104611411.0,$$,false,0.0,A,49831.8388,0.0,65061.1104,1010.3099,65731884.0,9,0,false,628.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-04,104611411.0,$$,false,0.0,B,0.0,0.0,11663.779,1011.9513,11803176.0,1,0,false,307.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-05,307093457.0,$$,false,0.0,A,2065.8821,0.0,34954.2324,1012.1584,35379220.0,12,0,false,1359.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-05,307093457.0,$$,false,0.0,B,0.0,0.0,94370.575,1015.4064,95824484.0,1,0,false,2494.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-05,25652066.0,$$,false,0.0,A,0.0,0.0,9427.1252,941.5354,8875972.0,4,0,false,362.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-05,25652066.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-05,112743332.0,$$,false,0.0,A,8408.4911,0.0,73469.6015,1006.0069,73910924.0,13,0,false,2672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-05,112743332.0,$$,false,0.0,B,0.0,0.0,11663.779,1007.6562,11753079.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-06,306317554.0,$$,false,0.0,A,0.0,0.0,34954.2324,1006.1317,35168561.0,12,0,false,1436.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-06,306317554.0,$$,false,0.0,B,0.0,0.0,94370.575,1009.3753,95255325.0,1,0,false,2479.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-06,25618704.0,$$,false,0.0,A,0.0,0.0,9427.1252,937.9582,8842249.0,4,0,false,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-06,25618704.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-06,112486673.0,$$,false,0.0,A,0.0,0.0,73469.6015,1002.9518,73686471.0,13,0,false,3008.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-06,112486673.0,$$,false,0.0,B,0.0,0.0,11663.779,1004.6109,11717560.0,1,0,false,305.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-07,307923381.0,$$,false,0.0,A,746.809,0.0,35701.0414,1006.2814,35925295.0,14,0,false,1436.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-07,307923381.0,$$,false,0.0,B,0.0,0.0,94370.575,1009.5404,95270911.0,1,0,false,2480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-07,25625712.0,$$,false,0.0,A,0.0,0.0,9427.1252,938.6633,8848896.0,4,0,false,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-07,25625712.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-07,185234328.0,$$,false,0.0,A,600.1777,0.0,74069.7792,997.2047,73862734.0,15,0,false,2991.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-07,185234328.0,$$,false,0.0,B,0.0,0.0,11663.779,998.8691,11650589.0,1,0,false,303.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-08,132897467.0,$$,false,0.0,A,8.7907,0.0,35709.8321,1012.4366,36153940.0,15,0,false,1476.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-08,132897467.0,$$,false,0.0,B,0.0,0.0,94370.575,1015.7305,95855074.0,1,0,false,2495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-08,8858156.0,$$,false,0.0,A,0.0,0.0,9427.1252,939.205,8854003.0,4,0,false,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-08,8858156.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-08,159681400.0,$$,false,0.0,A,1.0914,0.0,74070.8706,1007.9159,74657207.0,16,0,false,3048.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-08,159681400.0,$$,false,0.0,B,0.0,0.0,11663.779,1009.6131,11775904.0,1,0,false,307.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-09,132897467.0,$$,false,0.0,A,0.0,0.0,35709.8321,1012.3952,36152464.0,15,0,false,1476.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-09,132897467.0,$$,false,0.0,B,0.0,0.0,94370.575,1015.7041,95852579.0,1,0,false,2495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-09,8858156.0,$$,false,0.0,A,0.0,0.0,9427.1252,939.1667,8853642.0,4,0,false,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-09,8858156.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-09,159681400.0,$$,false,0.0,A,0.0,0.0,74070.8706,1007.8747,74654159.0,16,0,false,3048.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
77057272,9811,2019-11-09,159681400.0,$$,false,0.0,B,0.0,0.0,11663.779,1009.5869,11775598.0,1,0,false,306.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-B
77057272,9809,2019-11-10,132897467.0,$$,false,0.0,A,0.0,0.0,35709.8321,1012.3539,36150988.0,15,0,false,1476.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-A
77057272,9809,2019-11-10,132897467.0,$$,false,0.0,B,0.0,0.0,94370.575,1015.6777,95850084.0,1,0,false,2495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9809-B
77057272,9810,2019-11-10,8858156.0,$$,false,0.0,A,0.0,0.0,9427.1252,939.1284,8853281.0,4,0,false,361.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-A
77057272,9810,2019-11-10,8858156.0,$$,false,0.0,B,0.0,0.0,0.0,999.9514,0.0,0,0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9810-B
77057272,9811,2019-11-10,159681400.0,$$,false,0.0,A,0.0,0.0,74070.8706,1007.8336,74651111.0,16,0,false,3048.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9811-A
